#,question,a,b,c,d,correct_answer,category
10,"Στην Ευρωπαϊκή Ένωση, η οικονομική πολιτική αποτελεί τομέα:",Αποκλειστικής εθνικής αρμοδιότητας,Αποκλειστικής αρμοδιότητας της Ευρωπαϊκής Ένωσης,Συντρέχουσας αρμοδιότητας Ένωσης και κρατών μελών,Εθνικής αρμοδιότητας όπου η Ευρωπαϊκή Ένωση αναπτύσσει συντονιστική δράση,3,Ευρωπαϊκοί Θεσμοί και Δίκαιο
11,Ο προϋπολογισμός της Ευρωπαϊκής Ένωσης:,Καταρτίζεται από το Ευρωπαϊκό Κοινοβούλιο και εκτελείται από την Ευρωπαϊκή Επιτροπή σε συνεργασία με τα κράτη-μέλη,Καταρτίζεται από το Ευρωπαϊκό Κοινοβούλιο και το Συμβούλιο των Υπουργών και εκτελείται από την Ευρωπαϊκή Επιτροπή σε συνεργασία με τα κράτη-μέλη,Καταρτίζεται από το Ευρωπαϊκό Συμβούλιο και εκτελείται από την Ευρωπαϊκή Επιτροπή σε συνεργασία με τα κράτη-μέλη,Καταρτίζεται από το Ευρωπαϊκό Κοινοβούλιο και την Ευρωπαϊκή Επιτροπή και εκτελείται από την Ευρωπαϊκή Επιτροπή σε συνεργασία με τα κράτη-μέλη,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
12,Ο Χάρτης Θεμελιωδών Δικαιωμάτων της Ευρωπαϊκής Ένωσης:,Δεσμεύει τα ενωσιακά όργανα αλλά και τα κρατικά όργανα όταν εφαρμόζουν ενωσιακό δίκαιο,Δεσμεύει τα ενωσιακά όργανα και όχι τα κρατικά όργανα,Δεσμεύει τα κρατικά όργανα και όχι τα ενωσιακά όργανα,Δεσμεύει μόνο τα κράτη που έχουν υπογράψει την Ευρωπαϊκή Σύμβαση των Δικαιωμάτων του Ανθρώπου (ΕΣΔΑ),0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
13,Για την προσχώρηση ενός νέου κράτους μέλους στην Ευρωπαϊκή Ένωση ΔΕΝ απαιτείται:,Έγκριση του Ευρωπαϊκού Κοινοβουλίου,Κύρωση της συνθήκης προσχώρησης από το υπό προσχώρηση κράτος σύμφωνα με τις συνταγματικές διαδικασίες του,Κύρωση της συνθήκης προσχώρησης από το ελληνικό κοινοβούλιο,Κύρωση της συνθήκης προσχώρησης από την Ευρωπαϊκή Επιτροπή,3,Ευρωπαϊκοί Θεσμοί και Δίκαιο
14,Ποιες είναι οι πράξεις του παράγωγου δικαίου της Ένωσης;,"Οι κανονισμοί, οι οδηγίες, οι διατάξεις και οι συστάσεις","Οι κανονισμοί, οι οδηγίες και οι αποφάσεις","Οι κανονισμοί, οι οδηγίες, οι συστάσεις και οι γνώμες","Οι κανονισμοί, οι οδηγίες, οι αποφάσεις, οι συστάσεις και οι γνώμες",3,Ευρωπαϊκοί Θεσμοί και Δίκαιο
15,Οι ευρωπαϊκοί κανόνες δικαίου αμέσου αποτελέσματος:,Δεν περιέχονται ποτέ σε οδηγίες,Πρέπει να λαμβάνονται υπόψιν από τα εθνικά δικαστήρια των κρατών μελών ακόμη και εάν δεν έχουν μεταφερθεί ή δε έχουν μεταφερθεί ορθά στο εθνικό τους δίκαιο,Παρέχουν στην Ευρωπαϊκή Επιτροπή την εξουσία να εκδίδει ατομικές αποφάσεις για συγκεκριμένες περιπτώσεις που εμπίπτουν σε αυτούς,Εμπεριέχονται μόνο σε κανονισμούς,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
16,Σε ποιο από τα παρακάτω όργανα της Ευρωπαϊκής Ένωσης ανήκει η νομοθετική πρωτοβουλία;,Ευρωπαϊκό Συμβούλιο,Ευρωπαϊκό Κοινοβούλιο,Ευρωπαϊκή Επιτροπή,Συμβούλιο,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
17,Ποιο από τα παρακάτω χαρακτηριστικά ΔΕΝ διαθέτει ο Κανονισμός:,Έχει άμεση ισχύ,Έχει γενική ισχύ,Δεσμεύει μόνο τα κράτη μέλη στα οποία απευθύνεται,Είναι δεσμευτικός ως προς όλα του τα μέρη,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
18,Η έκδοση ποιας από τις παρακάτω πράξεις ΔΕΝ συνιστά ορθή μεταφορά οδηγίας στο ελληνικό δίκαιο;,Νόμου,Προεδρικού Διατάγματος,Κοινής Υπουργικής Απόφασης,Εγκυκλίου,3,Ευρωπαϊκοί Θεσμοί και Δίκαιο
19,Η αρχή της υπεροχής του δικαίου της Ευρωπαϊκής Ένωσης σημαίνει ότι:,Τα εθνικά δικαστήρια κάθε κράτους μέλους οφείλουν να εφαρμόζουν άμεσα όλους τους κανόνες δικαίου της Ευρωπαϊκής Ένωσης,"Σε περίπτωση σύγκρουσης μιας πτυχής του δικαίου της Ευρωπαϊκής Ένωσης και μιας πτυχής του εθνικού δικαίου, το δίκαιο της Ευρωπαϊκής Ένωσης  υπερισχύει","Διατάξεις του δικαίου της Ευρωπαϊκής Ένωσης μπορούν να ακυρώσουν εθνικές διατάξεις, οι οποίες παύουν να ισχύουν αυτομάτως",Το Δικαστήριο της Ευρωπαϊκής Ένωσης έχει πάντοτε δικαιοδοσία να απαντά σε οποιοδήποτε ερώτημα του τίθεται από τα εθνικά δικαστήρια των κρατών μελών,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
20,Σε ποια από τις παρακάτω διαδικασίες το πρωτογενές δίκαιο της Ευρωπαϊκής Ένωσης ΔΕΝ προβλέπει την οποιαδήποτε ανάμειξη (ούτε καν ενημέρωση) των εθνικών κοινοβουλίων;,Προσχώρηση κράτους-μέλους,Αποχώρηση κράτους-μέλους,Έκδοση πράξης του παράγωγου δικαίου σύμφωνα με τη συνήθη νομοθετική διαδικασία.,Τροποποίηση της Συνθήκης για την Ευρωπαϊκή Ένωση και της Συνθήκης για τη λειτουργία της Ευρωπαϊκής Ένωσης σύμφωνα με τη συνήθη διαδικασία αναθεώρησης,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
